"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 06 19:32:00 GMT 2020","Sun Dec 06 19:32:03 GMT 2020","2159","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToChoosePaymentByBankWire","clientShouldBeAbleToChoosePaymentByBankWire",""
"passed","Sun Dec 06 19:31:43 GMT 2020","Sun Dec 06 19:31:45 GMT 2020","1612","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToAddProductToCard","clientShouldBeAbleToAddProductToCard",""
"passed","Sun Dec 06 19:31:50 GMT 2020","Sun Dec 06 19:31:58 GMT 2020","7856","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToCreateAccount","clientShouldBeAbleToCreateAccount",""
"passed","Sun Dec 06 19:31:36 GMT 2020","Sun Dec 06 19:31:38 GMT 2020","2061","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","assureThatShoppingModalAppearsOnHomePage","assureThatShoppingModalAppearsOnHomePage",""
"passed","Sun Dec 06 19:31:40 GMT 2020","Sun Dec 06 19:31:41 GMT 2020","686","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldHaveVisibleProductInformation","modalShouldHaveVisibleProductInformation",""
"passed","Sun Dec 06 19:31:39 GMT 2020","Sun Dec 06 19:31:39 GMT 2020","85","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldContainProperProductAttributes","modalShouldContainProperProductAttributes",""
"passed","Sun Dec 06 19:31:47 GMT 2020","Sun Dec 06 19:31:47 GMT 2020","304","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","checkoutSummaryShouldHaveProperProductInfo","checkoutSummaryShouldHaveProperProductInfo",""
"passed","Sun Dec 06 19:31:39 GMT 2020","Sun Dec 06 19:31:40 GMT 2020","672","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldHaveVisibleCurrentCartInformation","modalShouldHaveVisibleCurrentCartInformation",""
"passed","Sun Dec 06 19:32:03 GMT 2020","Sun Dec 06 19:32:05 GMT 2020","1982","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToCompleteOrder","clientShouldBeAbleToCompleteOrder",""
"passed","Sun Dec 06 19:31:41 GMT 2020","Sun Dec 06 19:31:41 GMT 2020","463","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","clientShouldBeAbleToContinueShopping","clientShouldBeAbleToContinueShopping",""
"passed","Sun Dec 06 19:31:58 GMT 2020","Sun Dec 06 19:31:59 GMT 2020","839","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToVerifyDeliveryAndBillingAddress","clientShouldBeAbleToVerifyDeliveryAndBillingAddress",""
"passed","Sun Dec 06 19:31:45 GMT 2020","Sun Dec 06 19:31:47 GMT 2020","1980","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToProceedToCheckout","clientShouldBeAbleToProceedToCheckout",""
"passed","Sun Dec 06 19:31:39 GMT 2020","Sun Dec 06 19:31:39 GMT 2020","267","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldHaveProperLabelsForProductInformation","modalShouldHaveProperLabelsForProductInformation",""
"passed","Sun Dec 06 19:33:06 GMT 2020","Sun Dec 06 19:33:19 GMT 2020","13314","","com.bitpanda.load.task.solution.LoadTest","","com.bitpanda.load.task.solution.LoadTest","getToHomePageTest1","getToHomePageTest1()",""
"passed","Sun Dec 06 19:32:25 GMT 2020","Sun Dec 06 19:33:21 GMT 2020","56372","","com.bitpanda.load.task.solution.load.runner.LoadRunnerTest","","com.bitpanda.load.task.solution.load.runner.LoadRunnerTest","testTheLoad","testTheLoad()",""
"passed","Sun Dec 06 19:31:38 GMT 2020","Sun Dec 06 19:31:39 GMT 2020","89","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldContainProperAddedQuantityOfProduct","modalShouldContainProperAddedQuantityOfProduct",""
"passed","Sun Dec 06 19:31:39 GMT 2020","Sun Dec 06 19:31:39 GMT 2020","96","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldContainProperProductName","modalShouldContainProperProductName",""
"passed","Sun Dec 06 19:31:59 GMT 2020","Sun Dec 06 19:32:00 GMT 2020","1520","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToConsentForTermsOfService","clientShouldBeAbleToConsentForTermsOfService",""
"passed","Sun Dec 06 19:31:47 GMT 2020","Sun Dec 06 19:31:50 GMT 2020","3217","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","unsignedClientShouldProceedToLoginPage","unsignedClientShouldProceedToLoginPage",""
"passed","Sun Dec 06 19:31:39 GMT 2020","Sun Dec 06 19:31:39 GMT 2020","185","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldHaveMessageForSuccessfullyAddedProductToCart","modalShouldHaveMessageForSuccessfullyAddedProductToCart",""
