"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 09 19:06:00 GMT 2020","Wed Dec 09 19:06:52 GMT 2020","52350","","com.bitpanda.load.task.solution.load.runner.LoadRunnerTest","","com.bitpanda.load.task.solution.load.runner.LoadRunnerTest","testTheLoad","testTheLoad()",""
"broken","Wed Dec 09 19:07:07 GMT 2020","Wed Dec 09 19:07:07 GMT 2020","0","Api Test Suite","Authentication","com.example.api.task.solution.authenticate.AuthenticationTest","com.example.api.task.solution.authenticate.AuthenticationTest","assignAuthTokenToGlobalVariables","assignAuthTokenToGlobalVariables",""
"passed","Wed Dec 09 19:05:39 GMT 2020","Wed Dec 09 19:05:40 GMT 2020","797","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToVerifyDeliveryAndBillingAddress","clientShouldBeAbleToVerifyDeliveryAndBillingAddress",""
"failed","Wed Dec 09 19:07:02 GMT 2020","Wed Dec 09 19:07:06 GMT 2020","4828","Api Test Suite","Authentication","com.example.api.task.solution.authenticate.AuthenticationTest","com.example.api.task.solution.authenticate.AuthenticationTest","userShouldAuthenticate","userShouldAuthenticate",""
"broken","Wed Dec 09 19:07:07 GMT 2020","Wed Dec 09 19:07:07 GMT 2020","0","Api Test Suite","Create map positive path","com.example.api.task.solution.map.PositiveMapCreationTest","com.example.api.task.solution.map.PositiveMapCreationTest","assignCreatedMapIdToGlobalVariables","assignCreatedMapIdToGlobalVariables",""
"passed","Wed Dec 09 19:05:21 GMT 2020","Wed Dec 09 19:05:22 GMT 2020","366","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldHaveProperLabelsForProductInformation","modalShouldHaveProperLabelsForProductInformation",""
"passed","Wed Dec 09 19:05:22 GMT 2020","Wed Dec 09 19:05:23 GMT 2020","825","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldHaveVisibleCurrentCartInformation","modalShouldHaveVisibleCurrentCartInformation",""
"passed","Wed Dec 09 19:07:09 GMT 2020","Wed Dec 09 19:07:10 GMT 2020","1136","Api Test Suite","Get every spot from every owned map","com.example.api.task.solution.spot.GetSpotsFromAllMapsTest","com.example.api.task.solution.spot.GetSpotsFromAllMapsTest","userShouldBeAbleToGetSpotsFromAllOwnedMaps","userShouldBeAbleToGetSpotsFromAllOwnedMaps",""
"skipped","Wed Dec 09 19:07:08 GMT 2020","Wed Dec 09 19:07:08 GMT 2020","3","Api Test Suite","Create map negative path","com.example.api.task.solution.map.NegativeMapCreationTest","com.example.api.task.solution.map.NegativeMapCreationTest","responseShouldHaveErrorMessage","responseShouldHaveErrorMessage",""
"passed","Wed Dec 09 19:05:43 GMT 2020","Wed Dec 09 19:05:45 GMT 2020","2422","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToCompleteOrder","clientShouldBeAbleToCompleteOrder",""
"passed","Wed Dec 09 19:05:23 GMT 2020","Wed Dec 09 19:05:23 GMT 2020","442","Presentation Test Suite","Shopping cart modal Tests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","com.example.bitpanda.ui.task.solution.ShoppingCartModalTests","modalShouldHaveVisibleProductInformation","modalShouldHaveVisibleProductInformation",""
"passed","Wed Dec 09 19:05:29 GMT 2020","Wed Dec 09 19:05:29 GMT 2020","159","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","checkoutSummaryShouldHaveProperProductInfo","checkoutSummaryShouldHaveProperProductInfo",""
"skipped","Wed Dec 09 19:07:07 GMT 2020","Wed Dec 09 19:07:07 GMT 2020","0","Api Test Suite","Create map positive path","com.example.api.task.solution.map.PositiveMapCreationTest","com.example.api.task.solution.map.PositiveMapCreationTest","createdMapShouldHaveId","createdMapShouldHaveId",""
"skipped","Wed Dec 09 19:07:08 GMT 2020","Wed Dec 09 19:07:08 GMT 2020","0","Api Test Suite","Create map negative path","com.example.api.task.solution.map.NegativeMapCreationTest","com.example.api.task.solution.map.NegativeMapCreationTest","verificationOfErrorMessageContent","verificationOfErrorMessageContent",""
"skipped","Wed Dec 09 19:07:09 GMT 2020","Wed Dec 09 19:07:09 GMT 2020","0","Api Test Suite","Update spot on map","com.example.api.task.solution.spot.SpotUpdateTest","com.example.api.task.solution.spot.SpotUpdateTest","userShouldBeAbleToUpdateSpot","userShouldBeAbleToUpdateSpot",""
"passed","Wed Dec 09 19:05:31 GMT 2020","Wed Dec 09 19:05:39 GMT 2020","8007","Presentation Test Suite","Checkout process works correctly","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","com.example.bitpanda.ui.task.solution.CheckoutProcessTest","clientShouldBeAbleToCreateAccount","clientShouldBeAbleToCreateAccount",""
"skipped","Wed Dec 09 19:07:07 GMT 2020","Wed Dec 09 19:07:07 GMT 2020","1","Api Test Suite","Authentication","com.example.api.task.solution.authenticate.AuthenticationTest","com.example.api.task.solution.authenticate.AuthenticationTest","userShouldReceiveAuthenticationToken","userShouldReceiveAuthenticationToken",""
